"subject" "activity" "BodyAccMean" "BodyAccStd" "BodyAccJerkMean" "BodyAccJerkStd" "BodyGyroMean" "BodyGyroStd" "BodyGyroJerkMean" "BodyGyroJerkStd" "GravityAccMean" "GravityAccStd"
23 "WALKING_DOWNSTAIRS" 0.156100676067384 0.0846242761461343 0.103647400511574 0.0579927081590046 0.0143707719576389 -0.154798226324074 -0.0307953599511111 -0.104920349383333 0.196805541270833 -0.641331920069444
23 "WALKING_UPSTAIRS" -0.07157209645125 -0.108990682467157 -0.190540160828676 -0.399184968558824 -0.183616186255466 -0.335950499016176 -0.255578025309412 -0.553906616 0.0653172161455882 -0.754444665784314
24 "LAYING" -0.591265654841667 -0.973486496527778 -0.60393940980875 -0.984278128402778 -0.6049699410625 -0.971245078784722 -0.432967098391667 -0.981818942527778 0.022781008125 -0.975615256180556
24 "SITTING" -0.587483694637831 -0.966754811727941 -0.605014606270336 -0.985085071599265 -0.614345347216177 -0.976712767113971 -0.433910606569118 -0.990546113529412 0.0606181802294118 -0.972134793382353
24 "STANDING" -0.579931337634797 -0.949868007028986 -0.598863881133315 -0.975528287391304 -0.604691522666486 -0.963235026974638 -0.431518635510725 -0.980173616666667 -0.0454696447442029 -0.963609735434783
24 "WALKING" -0.203858607549784 -0.368150847417026 -0.259632716279957 -0.425648416053879 -0.287539174904526 -0.532745455107759 -0.253244671684138 -0.537291745172414 0.100922798943966 -0.847399557456897
24 "WALKING_DOWNSTAIRS" -0.0512541346814318 -0.135541921702773 -0.156077219511545 -0.233891874207386 -0.226307382263182 -0.477887659418182 -0.226679767587636 -0.458730513026909 0.152165908618636 -0.717003984480455
24 "WALKING_UPSTAIRS" -0.172408070735085 -0.268379922075 -0.298376775986886 -0.50802304220339 -0.289235114059322 -0.49683457265678 -0.306648985172271 -0.645633309220339 0.0538333500423729 -0.780172189067797
25 "LAYING" -0.466722778952055 -0.735973688056336 -0.589860888841901 -0.963637821866438 -0.551165480579452 -0.897884506438356 -0.428409194492192 -0.968391038547945 0.0313581076917808 -0.683137310866438
25 "SITTING" -0.58851435716 -0.965693570978846 -0.607134843157038 -0.988185951692308 -0.614785370913462 -0.978656428057692 -0.433770239275077 -0.9917795544 0.0676762099308846 -0.970439598615385
25 "STANDING" -0.58933822968924 -0.969827017939189 -0.604636852457569 -0.982954449087838 -0.60779987901875 -0.970563847111486 -0.433422177602432 -0.982440774783784 -0.000250884763513513 -0.977414861587838
25 "WALKING" -0.276778061672128 -0.448238818455912 -0.343735937472584 -0.551254446891892 -0.327499893172753 -0.520557665709459 -0.328462501629054 -0.696317393297297 0.148323521800676 -0.863797475405405
25 "WALKING_DOWNSTAIRS" -0.183733310125711 -0.287563617710776 -0.315084763648491 -0.524148692426724 -0.245365324287457 -0.419435364284483 -0.317085699720897 -0.642539857689655 0.213971969603448 -0.771985756012931
25 "WALKING_UPSTAIRS" -0.269201701762923 -0.358846791234615 -0.420588988016596 -0.705000672423077 -0.313735690598788 -0.463980378469808 -0.361636323045846 -0.789153328646154 0.128127686171154 -0.811341443
26 "LAYING" -0.592556231512993 -0.975531511957237 -0.60622643254652 -0.988823250082237 -0.602850815082895 -0.976377895592105 -0.438763828513158 -0.991006741078947 -0.0451390850328947 -0.970199345789474
26 "SITTING" -0.582028016040801 -0.950010363267628 -0.608836792871859 -0.989967158685897 -0.615350229173077 -0.973547477419872 -0.434701290371226 -0.993839022333333 0.0918422017884615 -0.948138318426282
26 "STANDING" -0.588562422726402 -0.966711300675676 -0.604992999940709 -0.984117694054054 -0.611089881085135 -0.973889916216216 -0.433763694408919 -0.984359938189189 -0.0137379890743243 -0.971647746452703
26 "WALKING" -0.157065724101695 -0.335903097881568 -0.195853721518369 -0.319455967451271 -0.274357727660169 -0.514767128241525 -0.265229840114576 -0.541276152813559 0.178016274292373 -0.834293960211864
26 "WALKING_DOWNSTAIRS" 0.0108279078175275 -0.02098513407275 -0.11707691701225 -0.170270272813753 -0.173646346533725 -0.39451356727075 -0.21571078822572 -0.4059261854032 0.2837956507105 -0.671056984085
26 "WALKING_UPSTAIRS" -0.13946351973225 -0.204425406927045 -0.249639195421386 -0.446843978643182 -0.288303028525455 -0.512153136529545 -0.303483956355927 -0.625821175454545 0.137764498950909 -0.745053363609091
27 "LAYING" -0.595746132505068 -0.982063985844595 -0.605981405051301 -0.987696597837838 -0.612052873344561 -0.980969092787162 -0.437912983753189 -0.993372586243243 -0.0248135956756757 -0.983215523310811
27 "SITTING" -0.592345188314643 -0.973696983982143 -0.608118074210054 -0.988631207803571 -0.615598477316786 -0.979400178410714 -0.434323598471429 -0.992342830771429 0.0873368743892857 -0.975448453821429
27 "STANDING" -0.5895532251525 -0.96870036159375 -0.604052157741783 -0.984051862078125 -0.612690893113281 -0.974995119046875 -0.434172437762 -0.987961938175 -0.0503702028777066 -0.9770458208125
27 "WALKING" -0.147070309281502 -0.346169569699561 -0.170501072558991 -0.274677536619189 -0.283858803439868 -0.485915836798246 -0.275442789146305 -0.568334071508772 0.0980493600596491 -0.829402103552632
27 "WALKING_DOWNSTAIRS" 0.0259684655369318 -0.0505581289761364 -0.0703980022889205 -0.174245712913068 -0.173875992610597 -0.38889205609375 -0.217242511558182 -0.445840815677727 0.183116293150568 -0.670421100477273
27 "WALKING_UPSTAIRS" -0.189819515479902 -0.250007908928186 -0.303470150445098 -0.506552996789216 -0.298072919161373 -0.461391555634314 -0.325330331979255 -0.712037066745098 0.0458724057107843 -0.802692855196078
28 "LAYING" -0.582726985379375 -0.9561204016875 -0.598778086877244 -0.9769273625 -0.597044517741875 -0.95252096234375 -0.4287227352995 -0.97234294905 -0.32215412378125 -0.96851420328125
28 "SITTING" -0.580149645824757 -0.952224636197917 -0.595422477205556 -0.972007939913194 -0.602595764726042 -0.961700595399306 -0.430954969726944 -0.978141702194444 -0.00641314024722222 -0.966192308715278
28 "STANDING" -0.562639897794161 -0.919051841060127 -0.587375624167215 -0.957925721550633 -0.571480999348054 -0.907469332943038 -0.423282819301949 -0.954013494556962 -0.0657990049775316 -0.955575346044304
28 "WALKING" -0.141912176662269 -0.301219179218056 -0.213475987574537 -0.381683772431944 -0.245860342585116 -0.446575199797222 -0.269216645285556 -0.529659292259259 0.101758810637963 -0.820598453564815
28 "WALKING_DOWNSTAIRS" 0.052947694376087 -0.0264071638988587 -0.0469559472622283 -0.141970760591304 -0.0898073562477962 -0.309619450313315 -0.17968915946587 -0.359316017930435 0.169069134003804 -0.671729985158152
28 "WALKING_UPSTAIRS" -0.143204474838088 -0.239415605124265 -0.230842098517525 -0.423603641465686 -0.255822670473774 -0.429396378117892 -0.297573985826275 -0.632681431568627 0.0174589681764706 -0.746195391960784
29 "LAYING" -0.597224061476449 -0.98567238298913 -0.609287767999656 -0.992492596721015 -0.611690724660326 -0.984936655398551 -0.440119540055072 -0.996851242608696 0.0161761395289855 -0.98363446615942
29 "SITTING" -0.592194071488542 -0.9725815220625 -0.607864485052042 -0.9897829235 -0.618845056045417 -0.980403774354167 -0.434564359586 -0.994224466733333 0.088865563475 -0.973401450875
29 "STANDING" -0.596214229644038 -0.981656421423077 -0.607363016533921 -0.989828880346154 -0.616027393722692 -0.982068280769231 -0.435538117990769 -0.990496458123077 -0.00927728887707692 -0.987027129038462
29 "WALKING" -0.0790809116555896 -0.227580653281156 -0.115675260695755 -0.258037649704906 -0.236577824042476 -0.405180210924292 -0.265771649644868 -0.543774933698113 0.208778545317453 -0.790550721933962
29 "WALKING_DOWNSTAIRS" 0.0278107549560417 -0.0488558995973958 -0.0793936440132031 -0.18211733635112 -0.174561213415352 -0.333032007190964 -0.262652960612292 -0.528955806016667 0.267015032713542 -0.647614752713542
29 "WALKING_UPSTAIRS" -0.0760974648563776 -0.0405102019819643 -0.223375132133316 -0.389371680788775 -0.160401655863852 -0.170891641419643 -0.312884363757551 -0.647377065469388 0.188715258115714 -0.694378970935204
30 "LAYING" -0.584978841259464 -0.964952519107143 -0.598473149432304 -0.975103502017857 -0.605113063392857 -0.965540541625 -0.432649274273429 -0.979312092342857 0.0248881797142857 -0.977984272428571
30 "SITTING" -0.582749525640927 -0.952750799032258 -0.605725471938508 -0.986211672379032 -0.612492146613911 -0.969927137116935 -0.434074471229161 -0.991342202709677 0.0818352570271855 -0.959315787177419
30 "STANDING" -0.567607484000847 -0.924206796991525 -0.590441500928587 -0.962332811038136 -0.580613201863983 -0.918179162690678 -0.425552029898983 -0.962020797457627 -0.00950230944067797 -0.955086123050848
30 "WALKING" -0.154016031349135 -0.265481809613462 -0.221500528068654 -0.395845283605769 -0.150738851041769 -0.213037894320577 -0.242675616935138 -0.511946660307692 0.152119532604192 -0.813440215307692
30 "WALKING_DOWNSTAIRS" -0.031776564545121 -0.110726056423528 -0.151287846153629 -0.273690929654798 -0.172681346393629 -0.276621936514052 -0.271510313165806 -0.583721936032258 0.205677043691694 -0.692203330502823
30 "WALKING_UPSTAIRS" -0.187820708648635 -0.1854874811905 -0.369654908407692 -0.6230547875 -0.216980500269269 -0.227772727883654 -0.330339217888308 -0.743405125815385 0.136353642636838 -0.76469529185
